,code,lat,lon,city,name
868,ESM,0.9717,-79.6219,Tachina,General Rivadeneira Airport
869,ESR,-26.3083,-69.7517,Diego de Almagro,El Salvador Bajo Airport
870,ESS,51.4078,6.93968,Mulheim-on-Ruhr,Essen-Mulheim Airport
871,ESU,31.5147,-9.76532,Essaouira,Morocco
872,ETH,29.5541,34.9554,Elat,J Hozman Airport
873,ETZ,48.9788,6.24722,Verny,Lorraine Airport
874,EUA,45.9034,-116.982,Eua,Eua Island
875,EUG,44.1184,-123.213,Eugene,Mahlon Sweet Field Airport
876,EUM,54.1667,9.98333,Bordesholm,Wasbek Airport
877,EUN,27.15,-13.2,Laayoune,Hassan I
878,EUX,17.5031,-62.9736,Oranjestad,St. Eustatius Airport
879,EVE,68.489,16.6806,Tarnstad,Evenes Airport
880,EVG,62.0466,14.4187,Sveg,Sveg Airport
881,EVN,40.1573,44.4065,Yerevan,Yerevan-Parakar Airport
882,EVV,38.0464,-87.5308,Evansville,Evansville Regional Airport
883,EWB,41.6735,-70.9579,New Bedford,New Bedford Municipal Airport
884,EWD,61.1021,-149.924,Wildman Lake,Wildman Lake
885,EWN,35.0786,-77.0343,New Bern,Craven County Regional Airport
886,EWR,40.6924,-74.1843,Newark,Newark International Airport
887,EXT,50.7303,-3.4166,Exeter,Exeter Airport
888,EYP,5.35,-72.3833,Yopal,El Yopal Airport
889,EYW,24.5536,-81.7551,Key West,Key West International Airport
890,EZE,-34.82,-58.5333,Ezeiza,Ministro Pistarini International Airport
891,EZS,38.6083,39.2917,Elazığ,Elazig Airport
892,FAB,51.2783,-0.7703,Farnborough,Farnborough Airport
893,FAE,62.0625,-7.2708,Faroe Islands,Vagar Airport
894,FAI,64.8183,-147.866,Fairbanks,Fairbanks International Airport
895,FAO,37.0154,-7.97197,Faro,Faro Airport
896,FAR,46.9195,-96.8243,Fargo,Hector International Airport
897,FAT,36.7675,-119.717,Fresno,Fresno Yosemite International Airport
898,FAV,-15.9969,-145.509,Fakarava,French Polynesia
899,FAY,34.9914,-78.8889,Fayetteville,Fayetteville Regional Airport
900,FBM,-11.5908,27.5292,Lubumbashi,Lubumbashi Luano International Airport
901,FCA,48.3075,-114.252,Kalispell,Glacier Park International Airport
902,FCN,53.7849,8.59625,Cuxhaven,Nordholz
903,FCO,41.8026,12.2551,Rome,Leonardo da Vinci International Airport
904,FDE,61.392,5.7615,Bygstad,Bringeland Airport
905,FDF,14.5897,-61.0092,Ducos,Le Lamentin Airport
906,FDH,47.6747,9.52088,Meckenbeuren,Friedrichshafen Airport
907,FEG,40.3833,71.7667,Fergana,Fergana
908,FEN,-3.8519,-32.4244,Vila dos Remédios,Fernando de Noronha Airport
909,FEZ,33.9286,-4.9767,Fez,Saiss Airport
910,FGU,-15.9038,-140.494,Fangatau,French Polynesia
911,FHZ,-8.64687,-131.787,Fakahina,French Polynesia
912,FIH,-4.3847,15.445,Kinshasa,Kinshasa N Djili International Airport
913,FJR,25.1106,56.3267,Al Fujayrah,Fujairah Airport
914,FKB,48.781,8.08678,Rheinmünster,Baden-Airpark
915,FKI,0.4808,25.3331,Kisangani,Kisangani Bangoka International Airport
916,FKL,41.3766,-79.8573,Franklin,Chess Lamberton Airport
917,FKQ,-2.46456,117.996,Fak Fak,Indonesia
918,FKS,37.2314,140.429,Sukagawa-shi,Fukushima Airport
919,FLA,1.5847,-75.5644,Florencia,Gustavo Artunduaga Paredes Airport
920,FLG,35.139,-111.675,Flagstaff,Flagstaff Pulliam Airport
921,FLL,26.0722,-80.1354,Dania Beach,Fort Lauderdale Hollywood International Airport
922,FLN,-27.6697,-48.5517,Florianopolis,Hercilio Luz International Airport
923,FLO,34.1936,-79.7289,Florence,Florence Regional Airport
924,FLR,43.8097,11.2003,Florence,Florence Airport
925,FLW,39.4569,-31.1272,Flores Island,Flores Airport
926,FMA,-26.21,-58.235,Formosa,Formosa Airport
927,FMM,20.499,103.75,Memmingen,Memmingen-Allgäu Airport
928,FMN,36.7387,-108.227,Farmington,Four Corners Regional Airport
929,FMO,52.1312,7.69163,Greven,Munster-Osnabruck International Airport
930,FMY,26.5815,-81.862,Fort Myers,Page Field Airport
931,FNA,8.6181,-13.1994,Freetown,Freetown Lungi Airport
932,FNC,32.6919,-16.7768,Madeira,Funchal Airport
933,FNI,43.7618,4.42092,St-Gilles-du-Gard,Garons Airport
934,FNJ,39.1437,125.695,Sunan,Sunan Airport
935,FNL,40.4505,-105.008,Loveland,Fort Collins Loveland Municipal Airport
936,FNT,42.9756,-83.7411,Flint,Bishop International Airport
937,FOC,26.0833,119.283,Fuzhou,Fuzhou Airport
938,FOD,42.5523,-94.1819,Fort Dodge,Fort Dodge Regional Airport
939,FOG,41.4341,15.5438,Foggia,Gino Lisa Airport
940,FOR,-3.7758,-38.5322,Fortaleza,Pinto Martins International Airport
941,FPO,26.5561,-78.6986,Freeport City,Freeport International Airport
942,FRA,50.0483,8.57041,Frankfurt,Frankfurt International Airport
943,FRC,-20.5897,-47.3819,Franca,Franca Airport
944,FRD,48.5252,-123.027,Friday Harbor,Friday Harbor Airport
945,FRE,-8.1,159.583,Fera Island,Fera Island
946,FRL,44.1953,12.0686,Forli,Forli Airport
947,FRO,61.5863,5.02484,Floro,Flora Airport
948,FRS,16.9139,-89.8664,Flores,Santa Elena Airport
949,FRU,43.0603,74.4866,Bishkek,Vasilyevka Airport
950,FRW,-21.16,27.4825,Francistown,Francistown Airport
951,FSC,41.5022,9.0968,Figari,Sud Corse Airport
952,FSD,43.5813,-96.7317,Sioux Falls,Sioux Falls Regional Airport
953,FSM,36.1881,-94.4944,Fort Smith,Smith Field Airport
954,FSP,46.7708,-56.1667,St Pierre,St Pierre Airport
955,FTA,-19.5267,170.215,Futuna Island,Futuna
956,FTE,-50.3333,-72.25,El Calafate,El Calafate International Airport
957,FTU,-25.0381,46.9556,Faradofay,Tolagnaro Airport
958,FUE,28.3997,-13.9998,Antigua,Puerto del Rosario Airport
959,FUG,37.8882,-82.9323,Fuyang,Fuyang
960,FUJ,32.6726,128.836,Goto-shi,Fukue Airport
961,FUK,33.5971,130.443,Fukuoka-shi,Fukuoka Airport
962,FUN,-8.52982,179.189,Funafuti,Funafuti International Airport
963,FUT,-14.25,-178.15,Futuna Island,Futuna Island
964,FWA,40.9883,-85.1899,Fort Wayne,Fort Wayne Municipal Airport-Baer Field
965,FWM,56.8179,-5.1039,Fort William,Fort William Heliport
966,FYU,66.5714,-145.25,Fort Yukon,Fort Yukon Airport
967,FZO,51.5194,-2.5761,Bristol,Filton Airport
968,GAE,33.8792,10.1028,Gabes,Gabes Airport
969,GAF,34.4222,8.81944,Gafsa,Gafsa
970,GAJ,38.4109,140.37,Higashine-shi,Yamagata Airport
971,GAL,64.7404,-156.931,Galena,Galena Airport
972,GAM,63.7667,-171.738,Gambell,Gambell Airport
973,GAN,-0.6912,73.16,Hithadhoo,Gan Island Airport
974,GAO,20.143,-75.209,Guantanamo,Cuba
975,GAU,26.0857,91.5669,Gawahati,Borjhar
976,GAX,-2.7639,9.98581,Gamba,Gamba
977,GAY,24.7443,84.9493,Gaya,Gaya Airport
978,GBD,38.352,-98.853,Great Bend,Great Bend Municipal Airport
979,GBE,-24.5558,25.9189,Tlokweng,Sir Seretse Khama International Airport
980,GBJ,15.8714,-61.2647,Grand-Bourg,Marie Galante Airport
981,GBT,36.8281,54.4392,Gorgan,Iran
982,GCC,44.3465,-105.533,Gillette,Gillette Campbell County Airport
983,GCI,49.4341,-2.60003,St. Peter Port,Guernsey Airport
984,GCK,37.9267,-100.719,Pierceville,Garden City Regional Airport
985,GCM,19.2925,-81.3589,Georgetown,Owen Roberts International Airport
986,GDE,5.93461,43.5318,Gode/Iddidole,Ididole
987,GDL,20.5347,-103.322,Tlajomulco de Zúñiga,Don Miguel Hidalgo International Airport
988,GDN,54.3821,18.454,Gdansk,Rebiechowo Airport
989,GDO,7.2111,-70.7583,Barinas,Vare Maria Airport
990,GDQ,12.5167,37.45,Azezo,Gondar Airport
991,GDT,21.4439,-71.1425,Grand Turk,Grand Turk International Airport
992,GDX,59.8984,150.71,Magadan,Magadan Northwest Airport
993,GEA,-22.2667,166.467,Noumea,Magenta Airport
994,GEG,47.625,-117.538,Spokane,Spokane International Airport
995,GEL,-28.2808,-54.1683,Santo Angelo,Santo Angelo Airport
996,GEO,6.5003,-58.2542,Hyde Park,Timehri International Airport
997,GER,21.8375,-82.78,Nueva Gerona,Nueva Gerona Airport
998,GES,6.1094,125.235,General Santos City,General Santos Airport
999,GET,-28.7975,114.706,Geraldton,Geraldton Airport
1000,GEV,67.1345,20.8126,Koskullskulle,Lappland Airport
1001,GFF,-34.2454,146.068,Griffith,Griffith Airport
1002,GFK,47.9494,-97.1762,Grand Forks,Grand Forks Mark Andrews International Airport
1003,GFN,-29.7562,153.031,Grafton,Grafton Airport
1004,GGG,32.3874,-94.7194,Longview,Gregg County Airport
1005,GGT,23.5611,-75.8744,George Town,Exuma International Airport
1006,GHA,32.3828,3.7964,Ghardaia,Noumerate Airport
1007,GHB,25.2839,-76.3308,Governor Harbour,Governors Harbour Airport
1008,GHT,25.1325,10.1489,Ghat,Ghat Airport
1009,GIB,36.1522,-5.3472,Gibraltar,Gibraltar Airport
1010,GIC,-9.2622,142.214,Kubin Village,Boigu Island Airport
1011,GIG,-22.8094,-43.25,Rio de Janeiro,Rio de Janeiro-Antonio Carlos Jobim Internationa
1012,GIL,35.9192,74.3358,Gilgit,Gilgit Airport
1013,GIS,-38.66,177.978,Gisborne,Gisborne Airport
1014,GIZ,16.9069,42.5819,Jizan,Gizan Airport
1015,GJA,16.4591,-85.9034,Guanaja,Guanaja Airport
1016,GJL,36.7942,5.8769,Jijel,Taher Airport
1017,GJT,39.1217,-108.529,Grand Junction,Walker Field Airport
1018,GKA,-6.0828,145.396,Goroka,Goroka Airport
1019,GLA,55.8646,-4.43234,Paisley,Glasgow International Airport
1020,GLF,8.6525,-83.1828,Palmar Sur,Golfito Airport
1021,GLH,33.4819,-90.9903,Greenville,Mid Delta Regional Airport
1022,GLK,6.7786,47.4528,Gaalkacyo,Galcaio Airport
1023,GLN,28.9839,-10.0603,Goulimime,Guelmim
1024,GLO,51.8925,-2.1633,Cheltenham,Gloucestershire Airport
1025,GLT,-23.87,151.226,Gladstone,Gladstone Airport
1026,GLV,64.5433,-163.033,Golovin,Golovin
1027,GMA,3.2347,19.7719,Gemena,Gemena Airport
1028,GMB,13.4454,-15.3114,Gambela,Gambela
1029,GMP,37.5563,126.793,Seoul,Gimpo International Airport
1030,GMR,-23.0831,-134.887,Gambier Is,Gambier Is
1031,GMZ,28.0252,-17.2148,Alajeró,La Gomera Airport
1032,GNB,45.3614,5.33214,Sillans,St Geoirs Airport
1033,GND,12.0056,-61.7867,Grenada,Point Salines International Airport
1034,GNU,59.1218,-161.588,Goodnews Bay,Alaska
1035,GNV,29.6861,-82.277,Gainesville,Gainesville Regional Airport
1036,GOA,44.4119,8.84633,Genoa,Genoa Cristoforo Colombo Airport
1037,GOH,64.1922,-51.6825,Nuuk,Godthaab Airport
1038,GOI,15.3818,73.8265,Vasco Da Gama,Dabolim Airport
1039,GOJ,56.2153,43.783,Dzerzinsk,Strigino Airport
1040,GOM,-1.6661,29.2344,Goma,Goma International Airport
1041,GOP,22.5552,88.3685,Gorakhpur,Gorakhpur
1042,GOQ,36.8135,95.3498,Golmud,Golmud Airport
1043,GOT,57.6693,12.2957,Härryda,Gothenburg Airport
1044,GOU,9.3361,13.3756,Garoua,Garoua Airport
1045,GOV,-12.2747,136.826,Gove,Gove Aerodrome
1046,GPA,38.1519,21.4272,Lakkopetra,Araxos Airport
1047,GPI,2.5806,-77.9083,Guapí,Guapi Airport
1048,GPS,-0.45,-90.2625,Puerto Ayora,Seymour Airport
1049,GPT,30.4133,-89.072,Gulfport,Gulfport Biloxi Regional Airport
1050,GRB,44.4923,-88.1274,Green Bay,Austin Straubel International Airport
1051,GRJ,-34.005,22.3792,George,P W Botha Airport
1052,GRK,31.0615,-97.8206,Killeen,Killeen-Fort Hood Regional Airport
1053,GRO,41.8992,2.7646,Vilobí d'Onyar,Gerona Airport
1054,GRQ,53.1273,6.58249,Eelde,Groningen Eelde
1055,GRR,42.8841,-85.5307,Grand Rapids,Gerald R. Ford International Airport
1056,GRU,-23.435,-46.4728,Guarulhos,Governador Andre Franco Montoro International Ai
1057,GRV,43.3964,45.6868,Groznyy,Groznyy Airport
1058,GRW,39.0936,-28.0297,Graciosa Island,Graciosa Airport
1059,GRX,37.1876,-3.77498,Chauchina,Granada Airport
1060,GRY,66.5439,-18.0117,Akureyri,Grimsey Airport
1061,GRZ,46.9902,15.4389,Feldkirchen,Graz Airport
1062,GSE,57.7774,11.8648,Kyrkobyn,Save Airport
1063,GSM,36.0347,14.3106,Gheshm,Gheshm
1064,GSO,36.1038,-79.9427,Greensboro,Triad International Airport
1065,GSP,34.8907,-82.2167,Greer,Greenville Spartanburg International Airport
1066,GST,58.4246,-135.707,Gustavus,Gustavus Airport
1067,GSY,53.4533,-0.2,Market Rasen,Binbrook Airport
1068,GTA,-8.72906,162.855,Gatokae,Solomon Islands
1069,GTE,-13.9743,136.462,Darwin,Groote Eylandt Airport
1070,GTF,47.482,-111.356,Great Falls,Great Falls International Airport
1071,GTO,0.6339,122.846,Gorontalo,Jalaluddin Airport
1072,GTR,33.4516,-88.5876,Columbus,Golden Triangle Regional Airport
1073,GTS,-31.875,136.081,Granites,Australia
1074,GUA,14.5819,-90.5275,Guatemala City,La Aurora Airport
1075,GUC,38.5356,-106.941,Gunnison,Gunnison County Airport
1076,GUM,13.4833,144.796,Hagåtña,Antonio B Won Pat International Airport
1077,GUR,-10.3108,150.339,Alotau,Gurney Airport
1078,GUW,47.1133,51.8457,Atyrau,Guryev Airport
1079,GVA,46.2329,6.10682,Geneva,Geneva Airport
1080,GVR,-18.8958,-41.9856,Governador Valadares,Governador Valadares Airport
1081,GWD,25.2306,62.3389,Gawadar,Gwadar Airport
1082,GWL,26.2843,78.2288,Gwalior,Gwalior Airport
1083,GWT,54.9139,8.33126,Westerland,Westerland Airport
1084,GWY,53.3016,-8.94049,Carnmore,Carnmore Airport
1085,GXF,15.9625,48.7877,Seiyun,Sayun Airport
1086,GXG,-7.7547,15.2919,Negage,Negage Airport
1087,GYA,-10.8276,-65.3993,Guayaramerín,Guayaramerin Airport
1088,GYD,40.3781,49.8028,Baku,Azerbaijan
1089,GYE,-2.1533,-79.8833,Guayaquil,Simon Bolivar International Airport
1090,GYL,-16.6364,128.449,Argyle,Argyle Airport
1091,GYM,27.9689,-110.924,Guaymas,General Jose Maria Yanez in Airport
1092,GYN,-16.6294,-49.2261,Goiania,Santa Genoveva Airport
1093,GZO,-8.0749,156.832,Gizo,Nusatupe Airport
1094,GZT,36.9481,37.4783,Oğuzeli,Gaziantep Airport
1095,HAA,70.4849,22.1126,Hasvik,Hasvik Airport
1096,HAC,33.1153,139.784,Hachijo-machi,Hachijojima Airport
1097,HAD,56.6819,12.8164,Hamstad,Halmstad Airport
1098,HAE,36.2306,-112.669,Havasupai,Havasupai
1099,HAH,-11.5319,43.2611,Hahaia,Moroni Hahaia Airport
1100,HAJ,52.4586,9.69459,Langenhagen,Hannover International Airport
1101,HAK,20.0204,110.348,Haikou,Haikou Airport
1102,HAM,53.6321,10.0042,Hamburg,Hamburg Airport
1103,HAN,21.2263,105.815,Hanoi,Noi Bai Airport
1104,HAQ,6.75785,73.1472,Hanimaadhoo,Hanimadu
1105,HAS,27.4433,41.6872,Ha'il,Hail Airport
1106,HAU,59.3436,5.21246,Avaldsnes,Haugesund Karmoy Airport
1107,HAV,22.9894,-82.4075,Wajay,Jose Marti International Airport
1108,HBA,-42.8375,147.506,Hobart,Hobart International Airport
1109,HBE,30.9183,29.6914,Alexandria,Borg El Arab International Airport
1110,HBT,23.9176,45.0811,Hafr Albatin,Saudi Arabia
1111,HBX,15.364,75.1131,Hubli,India
1112,HCN,22.0403,120.735,Hengchun,Hengchun Airport
1113,HCR,62.2016,-159.77,Holy Cross,Alaska
1114,HDB,49.4167,8.71667,Heidelberg,Heidelberg Airport
1115,HDD,25.3142,68.3656,Hyderabad,Hyderabad Airport
1116,HDF,53.8788,14.1383,Heringsdorf,Heringsdorf
1117,HDM,34.8692,48.5522,Hamadan,Hamadan Airport
1118,HDN,40.485,-107.219,Hayden,Yampa Valley Airport
1119,HDS,-24.3578,31.0444,Phalaborwa,Hoedspruit Afs Airport
1120,HDY,6.9294,100.399,Hat Yai,Hat Yai International Airport
1121,HEA,34.2069,62.2267,Herat,Herat Airport
1122,HEH,20.7439,96.7944,Heho,Heho Airport
1123,HEI,54.153,8.89555,Heide-Buesum,Heide-Busum Airport
1124,HEK,50.25,127.3,Heihe,Heihe Airport
1125,HEL,60.3243,24.9688,Vantaa,Helsinki Vantaa Airport
1126,HER,35.3397,25.1836,Iraklio,Iraklion Airport
1127,HET,40.8543,111.821,Hohhot,Huhehaote Airport
1128,HFA,32.8111,35.0417,Hefa,U Michaeli Airport
1129,HFE,31.7712,117.301,Hefei,Hefei-Luogang Airport
1130,HFS,60.026,13.5817,Hagfors,Hagfors Airport
1131,HFT,70.6808,23.676,Hammerfest,Hammerfest Airport
1132,HGA,9.5186,44.0903,Hargeysa,Hargeisa Airport
1133,HGD,-20.8127,144.225,Hughenden,Hughenden Aerodrome
1134,HGH,30.3332,120.234,Hangzhou,Jianoiao Airport
1135,HGL,51.0908,10.4542,Helgoland,Germany
1136,HGN,19.2989,97.9764,Mae Hong Son,Mae Hongson Airport
1137,HGU,-5.8272,144.295,Mount Hagen,Mount Hagen Airport
1138,HHH,32.2267,-80.6989,Hilton Head Island,Hilton Head Airport
1139,HHN,49.9454,7.26851,Dickenschied,Frankfurt-Hahn Airport
1140,HHQ,12.6281,99.95,Hua Hin,Hua Hin Airport
1141,HHZ,-18.0363,-142.616,Hikueru,French Polynesia
1142,HIB,47.3934,-92.8418,Hibbing,Chisholm Hibbing Airport
1143,HID,-10.5858,142.293,Horn Island,Horn Island
1144,HIJ,34.4368,132.922,Mihara-shi,Hiroshima Airport
1145,HIL,19.7192,-155.082,Shillavo,Shillavo
1146,HIN,35.085,128.072,Sacheon-Si,Sacheon Airport
1147,HIR,-9.4211,160.053,Honiara,Henderson Airport
1148,HIS,-20.0543,148.884,Hayman Island,Hayman Island Airport
1149,HJJ,34.668,104.166,Zhi Jiang,Zhi Jiang
1150,HJR,24.8496,79.9367,Khajuraho,Khajuraho Airport
1151,HKB,63.8667,-148.967,Healy Lake,Healy Lake Airport
1152,HKD,41.7706,140.824,Hakodate-shi,Hakodate Airport
1153,HKG,22.3124,113.929,Hong Kong,Hong Kong International Airport
1154,HKK,-42.7141,170.989,Hokitika,Hokitika Airport
1155,HKN,-5.4628,150.404,Kimbe,Hoskins Airport
1156,HKT,8.1106,98.3125,Thalang,Phuket International Airport
1157,HLA,-25.9353,27.925,Johannesburg,Lanseria Airport
1158,HLD,49.2,119.7,Hailar,Hailar
1159,HLH,46.0935,122.021,Ulan Hot,Ulanhot Airport
1160,HLN,46.6104,-111.99,Helena,Helena Regional Airport
1161,HLY,53.3167,-4.63333,Holyhead,Holyhead Airport
1162,HLZ,-37.8632,175.328,Hamilton,Hamilton Airport
1163,HMA,61.0286,69.0919,Khanty-Mansiysk,Khanty-Nansiysk
1164,HME,31.6739,6.1428,Ouargla,Oued Irara Airport
1165,HMO,29.0967,-111.047,Hermosillo,Gen Ignacio P Garcia International Airport
1166,HMV,62.1984,17.5514,Hemavan,Sweden
1167,HNA,39.4315,141.135,Hanamaki-shi,Hanamaki Airport
1168,HND,35.5533,139.771,Tokyo,Tokyo International Airport
1169,HNH,58.0966,-135.41,Hoonah,Hoonah Airport
1170,HNL,21.3358,-157.919,Honolulu,Honolulu International Airport
1171,HNM,20.7944,-156.015,Hana,Hana Airport
1172,HNS,59.2439,-135.524,Haines,Haines Airport
1173,HOB,32.6929,-103.215,Hobbs,Lea County Regional Airport
1174,HOD,14.755,42.9858,Al Hudaydah,Hodeidah Airport
1175,HOE,20.5,103.75,Houeisay,Houeisay
1176,HOF,23.9176,45.0811,Alahsa,Saudi Arabia
1177,HOG,20.7853,-76.315,San Pedro de Cacocum,Holguin Airport
1178,HOH,47.3833,9.7,Hohenems,Hohenems Airport
1179,HOI,-18.0753,-140.946,Papeete,Hao Airport
1180,HOM,59.6408,-151.499,Homer,Homer Airport
1181,HON,44.3833,-98.2333,Huron,Howes
1182,HOQ,50.2893,11.866,Hof,Hof-Plauen Airport
1183,HOR,38.52,-28.7172,Horta,Horta Airport
1184,HOU,29.6572,-95.2795,Houston,William P Hobby Airport
1185,HOV,62.1804,6.07624,Hovdebygda,Hovden Airport
1186,HPA,-19.8,-174.35,Pangai,Salote Pilolevu Airport
1187,HPB,61.5262,-166.142,Hooper Bay,Hooper Bay Airport
1188,HPH,20.8192,106.726,Häi Phòng,Hai Phong Cat Bi Airport
1189,HPN,41.0693,-73.7042,Purchase,Westchester County Airport
1190,HRB,45.6281,126.252,Harbin,Harbin Yangjiagang Airport
1191,HRE,-17.9228,31.1014,Harare,Harare International Airport
1192,HRG,27.1858,33.7981,Bor Safajah,Hurghada Airport
1193,HRK,49.9245,36.2946,Kharkiv,Kharkov Airport
1194,HRL,26.2216,-97.663,Harlingen,Grande Valley International Airport
1195,HRT,54.0486,-1.25333,Harrogate,Linton-On-Ouse
1196,HSG,33.1508,130.302,Saga,Saga Airport
1197,HSL,65.7024,-156.387,Huslia,Alaska
1198,HSN,29.935,122.359,Shenjiamen Town,Zhoushan Airport
1199,HSV,34.6492,-86.7767,Huntsville,Huntsville International Airport
1200,HTA,52.1138,113.498,Chita,Chita Airport
1201,HTG,71.9751,102.493,Dudinka,Hatanga Airport
1202,HTI,-20.3563,148.95,Hamilton Island,Hamilton Island Airport
1203,HTN,40.5,78.5,Hotan,Hotan
1204,HTS,38.37,-82.5542,Huntington,Tri State Walker Long Field Airport
1205,HUH,-16.6867,-151.019,Papeete,Huahine Airport
1206,HUI,16.3988,107.7,Hue,Hue-Phu Bai Airport
1207,HUN,24.0257,121.613,Hualien City,Hwmlien Airport
1208,HUQ,29.1117,15.9661,Houn,Hon Airport
1209,HUS,66.0443,-154.258,Hughes,Hughes
1210,HUV,61.7683,17.0855,Hudiksvall,Hudiksvall Airport
1211,HUX,15.7739,-96.2625,Santo Domingo de Morelos,Bahias de Huatulco International Airport
1212,HUY,53.5833,-0.34925,Ulceby,Humberside International Airport
1213,HUZ,23.0957,114.398,Huizhou,Huizhou
1214,HVA,-14.6289,47.7667,Analalava,Analalava Airport
1215,HVB,-25.2839,152.836,Hervey Bay,Hervey Bay Airport
1216,HVD,48.0167,91.6333,Khovd,Mongolia
1217,HVG,71.0099,25.9767,Honningsvåg,Valan Airport
1218,HVN,41.2709,-72.89,East Haven,Tweed New Haven Airport
1219,HVR,48.5461,-109.773,Havre,Havre City-County Airport
1220,HYA,41.6667,-70.2863,Hyannis,Barnstable Boardman Polando Airport
1221,HYD,17.4522,78.4629,Hyderabad,Begumpet Airport
1222,HYG,55.205,-132.822,Hydaburg,Alaska
1223,HYL,55.4833,-132.65,Hollis,SPB
1224,HYN,60.8929,15.9744,Huangyan,Huangyan
1225,HYS,38.8546,-99.2737,Hays,Hays Municipal Airport
1226,HZG,33.0677,107.007,Hanzhong,Hanzhong Airport
1227,HZH,32.7833,106.667,Liping City,Liping
1228,IAA,67.4538,86.4912,Igarka,Russia
1229,IAD,38.9556,-77.4484,Washington,Dulles International Airport
1230,IAG,43.1,-78.9423,Niagara Falls,Niagara Falls International Airport
1231,IAH,29.9784,-95.3424,Houston,George Bush Intercontinental Airport
1232,IAM,28.0511,9.6381,Illizi,In Amenas Airport
1233,IAN,66.9699,-160.429,Kiana,Kiana
1234,IAS,47.1814,27.617,Ilasi,Iasi North Airport
1235,IBA,7.3608,3.9781,Ibadan,Ibadan Airport
1236,IBE,4.425,-75.1394,Ibague,Perales Airport
1237,IBZ,38.8755,1.36851,San José,Ibiza Airport
1238,ICI,-17.7518,-179.307,Cicia,Cicia Airport
1239,ICN,37.4534,126.657,Incheon,New Incheon International Airport
1240,ICT,37.6531,-97.43,Wichita,Wichita Mid-Continent Airport
1241,IDA,43.5147,-112.068,Idaho Falls,Fanning Field Airport
1242,IDR,22.7197,75.807,Indore,Devi Ahilyabai Holkar International Airport
1243,IEG,52.1282,15.7975,Babimost,Babimost Airport
1244,IEV,50.4069,30.4456,Kiev,Zhulyany Airport
1245,IFJ,66.0548,-23.1301,Isafjordur,Isafjordur Airport
1246,IFN,32.7514,51.8639,Esfahan,Esfahan International Airport
1247,IFO,48.8833,24.6833,Ivano-Frankivs'k,Ivano-Frankovsk Airport
1248,IFP,35.1657,-114.557,Bullhead City,Laughlin-Bullhead International Airport
1249,IGA,20.9767,-73.6656,Matthew Town,Great Inagua Airport
1250,IGG,59.3167,-155.9,Igiugig,Igiugig
1251,IGM,35.2692,-113.957,Kingman,Kingman Airport
1252,IGR,-25.7422,-54.4753,Puerto Esperanza,Cataratas del Iguazu Airport
1253,IGS,49.6622,9.9275,Ingolstadt-Manching,Ingolstadt-Manching
1254,IGU,-25.5958,-54.4864,Foz do Iguacu,Cataratas International Airport
1255,IHR,32.4207,53.6824,Iran Shahr,Iran
1256,IIL,32.4207,53.6824,Ilaam,Iran
1257,IJK,56.8346,53.2026,Izhevsk,Russia
1258,IKA,35.5683,51.4436,Tehran,Imam Khomeini International Airport
1259,IKO,52.9389,-168.868,Nikolski,Nikolski
1260,IKS,71.6969,128.908,Tiksi,Tiksi Airport
1261,IKT,52.2604,104.404,Irkutsk,Irkutsk Southeast Airport
1262,ILF,56.0557,-95.5897,Nelson House,Ilford Airport
1263,ILI,59.7555,-154.918,Iliamna,Iliamna Airport
1264,ILM,34.2668,-77.912,Wilmington,Wilmington International Airport
1265,ILN,39.4348,-83.7982,Wilmington,Airborne Airpark
1266,ILO,10.7144,122.544,Iloilo,Iloilo Airport
1267,ILP,-22.609,167.478,Vao,Moue Airport
1268,ILR,8.4397,4.4947,Ilorin,Ilorin Airport
1269,ILY,55.6835,-6.24856,Glenegedale,Islay Airport
1270,ILZ,49.2333,18.6179,Bytča,Kotesovo Airport
1271,IMF,24.7611,93.8972,Lilong (Imphal West),Imphal Airport
1272,IMK,29.9667,81.8333,Simikot,Nepal
1273,IMP,-5.5303,-47.4669,Imperatriz,Prefeito Renato Moreira Airport
1274,IMT,45.8153,-88.1185,Kingsford,Ford Airport
1275,INC,38.4999,106.146,Yinchuan,Yinchuan Airport
1276,IND,39.7322,-86.2707,Indianapolis,Indianapolis International Airport
1277,INH,-23.8731,35.4058,Inhambane,Inhambane Airport
1278,INI,43.3381,21.8547,Nis,Nis Airport
1279,INL,48.5661,-93.3978,International Falls,Falls International Airport
1280,INN,47.2591,11.3566,Innsbruck,Innsbruck Airport
1281,INT,36.1361,-80.2294,Winston-Salem,Smith Reynolds Airport
1282,INU,-0.54855,166.921,Yaren,Nauru International Airport
1283,INV,57.5399,-4.06352,Inverness,Inverness Airport
1284,INZ,27.2453,2.5164,In Salah,In Salah Airport
1285,IOA,39.6967,20.8258,Ioannina,Ioannina Airport
1286,IOM,54.0819,-4.6269,Castletown,Ronaldsway Airport
1287,ION,1.5953,18.0522,Impfondo,Impfondo Airport
1288,IOS,-14.8142,-39.0331,Ilhéus,Jorge Amado Airport
1289,IPA,-18.8134,169.166,Ipota,Ipota
1290,IPC,-27.1167,-109.367,Easter Island,Mataveri International Airport
1291,IPH,4.5669,101.096,Ipoh,Ipoh Airport
1292,IPI,0.8611,-77.6681,Ipiales,San Luis Airport
1293,IPL,32.8332,-115.57,Imperial,Imperial County Airport
