,code,lat,lon,city,name
2926,TBW,52.7056,41.3686,Tambov,Tambov
2927,TBZ,38.1322,46.2431,Tabriz,Tabriz Airport
2928,TCB,26.7461,-77.3931,Green Turtle Cay,Treasure Cay Airport
2929,TCE,45.0653,28.7232,Tulcea,Cataloi Airport
2930,TCH,47.4463,-52.9283,Tchibanga,Tchibanga
2931,TCO,1.8208,-78.7528,Tumaco,La Florida Airport
2932,TCP,29.4945,34.8918,Taba,Taba
2933,TCQ,-18.0508,-70.2739,Tacna,Cor Fap Carlos C Santa Rosa Airport
2934,TCR,8.78333,78.1333,Tuticorin,Tuticorin
2935,TCT,62.9845,-156.07,Takotna,Takotna
2936,TDD,-14.8156,-64.9161,Trinidad,Jorge Henrich Arauz Airport
2937,TDX,12.2229,102.593,Trat,Mueang Trat
2938,TEB,40.8541,-74.0662,Teterboro,Teterboro Airport
2939,TEE,35.4308,8.1244,Tebessa,Tebessa Airport
2940,TEK,60.8644,-146.693,Valdez,Tatitlek Seaplane Base
2941,TEN,35.5089,102.011,Tongren,Tongren
2942,TER,38.765,-27.0958,Praia da Vitória,Lajes Airport
2943,TET,-16.1033,33.6389,Tete,Tete Chingozi Airport
2944,TEX,37.9544,-107.901,Telluride,Telluride Regional Airport
2945,TFI,-9.08333,149.317,Tufi,Tufi
2946,TFN,28.4978,-16.3419,Tegueste,Norte-Los Rodeos Airport
2947,TFS,28.0474,-16.5705,Granadilla,Sur-Reina Sofia Airport
2948,TGC,35.9349,-88.8506,Milan,Gibson County Airport
2949,TGD,42.3675,19.275,Podgorica,Titograd Airport
2950,TGG,5.3811,103.11,Kuala Terengganu,Sultan Mahmud Airport
2951,TGH,-16.9027,168.56,,Tongoa Airport
2952,TGJ,-20.9314,167.229,Tiga,Loyaute
2953,TGM,46.4676,24.4203,,Vidrasau Airport
2954,TGO,43.6125,122.265,Tongliao,Tongliao
2955,TGR,33.0675,6.0883,Ouargla,Touggourt Airport
2956,TGU,14.0603,-87.2172,Tegucigalpa,Toncontin International Airport
2957,TGZ,16.7683,-93.3422,San Fernando,Tuxtla Gutierrez Airport
2958,THE,-5.0603,-42.8239,Teresina,Senador Petronio Portella Airport
2959,THF,52.4825,13.3892,Berlin,Tempelhof Central Airport
2960,THL,20.4842,99.9322,Tachilek,Tachilek Airport
2961,THN,58.3161,12.3507,Trollhatan,Trollhattan Vanersborg Airport
2962,THO,66.2,-15.3333,Thorshofn,Thorshofn Airport
2963,THR,35.6908,51.3144,Tehran,Mehrabad International Airport
2964,THS,17.2167,99.8167,Sawankhalok,Sukhothai Airport
2965,THU,76.53,-68.7058,Pituffik,Pituffik
2966,TIA,41.4247,19.7147,Krna,Tirane Rinas Airport
2967,TIF,21.4831,40.5439,,Taif Airport
2968,TIH,-17.6902,-149.376,Tikehau Atoll,French Polynesia
2969,TIJ,32.5411,-116.972,Tijuana,General Abelardo L Rodriguez International Airpo
2970,TIM,-4.5347,136.888,Nabire,Tembagapura Airport
2971,TIN,39.5354,-93.4399,Tindouf,Tindouf
2972,TIP,31,15,Tripoli,International
2973,TIQ,45.0039,12.2686,Tinian,Tinian
2974,TIR,13.6319,79.5444,Renigunta,Tirupathi Airport
2975,TIS,-10.586,142.293,Kubin Village,Thursday Island Airport
2976,TIU,-44.3015,171.223,Timaru,Richard Pearse Airport
2977,TIV,42.4047,18.7233,Teodo,Tivat Airport
2978,TIZ,-5.83333,142.95,Mendi,Tari Airport
2979,TJA,-21.5503,-64.7044,Tarija,Capitan Oriel Lea Plaza Airport
2980,TJM,57.1704,65.3561,Tyumen',Tyumen Northwest Airport
2981,TJN,-17.6902,-149.376,Takume,French Polynesia
2982,TJQ,-2.7494,107.763,Tanjungpandan,Bulutumbang Airport
2983,TKE,57.7773,-135.208,Tenakee Springs,Tenakee Springs
2984,TKG,-5.2403,105.178,Tanjungkarang,Branti Airport
2985,TKJ,48.1205,21.4125,Tok,Tok
2986,TKK,7.4569,151.84,Weno,Truk International Airport
2987,TKN,27.834,128.882,Amagi-cho,Tokunoshima Airport
2988,TKP,-17.6902,-149.376,Takapoto,French Polynesia
2989,TKQ,-4.88005,29.628,Kigoma,Tanzania
2990,TKS,34.1339,134.603,Matsushige-cho,Tokushima Airport
2991,TKU,60.5138,22.272,Turku,Turku Airport
2992,TKV,-17.3371,-138.408,Tatakoto,French Polynesia
2993,TKX,-14.4667,-1.96667,Takaroa,Takaroa
2994,TLA,65.2413,-166.331,Teller,Teller
2995,TLC,19.3356,-99.565,Toluca de Lerdo,Jose Maria Morelos Y Pavon Airport
2996,TLE,-23.3864,43.7264,Toliara,Toliara Airport
2997,TLH,30.3964,-84.3503,Tallahassee,Tallahassee Regional Airport
2998,TLJ,44.2044,23.5396,Tatalina,Tatalina
2999,TLL,59.4121,24.8297,Tallinn,Ulemiste Airport
3000,TLM,35.0139,-1.4572,Tlemcen,Zenata Airport
3001,TLN,43.093,6.15712,Hyeres,Le Palyvestre Airport
3002,TLS,43.6294,1.3747,Blagnac,Blagnac Airport
3003,TLT,61.0959,-160.968,Tuluksak,Tuluksak
3004,TLV,32.0117,34.8861,Petaẖ Tiqwa,Ben Gurion Airport
3005,TMC,-9.4117,119.25,Tambolaka,Tambolaka Airport
3006,TME,6.4536,-71.7614,Tame,Tame Airport
3007,TMJ,37.2808,67.3064,Termiz,Termez Airport
3008,TML,9.5636,-0.8625,Savelugu,Tamale Airport
3009,TMM,-18.1064,49.3919,Toamasina,Toamasina Airport
3010,TMP,61.4166,23.615,Pitkäniemi,Tampere Pirkkala Airport
3011,TMR,22.8147,5.4592,Tamanrasset,Tamanrasset Airport
3012,TMS,0.3783,6.725,Sao Tome,Sao Tome Salazar Airport
3013,TMT,-1.48667,-56.3961,Trombetas,Trombetas
3014,TMU,9.73167,-85.0251,Lepanto,Tambor Airport
3015,TMW,-31.0839,150.849,Barry,Tamworth Airport
3016,TMX,27.8676,-0.28984,Timimoun,Adrar
3017,TNA,36.3306,118.761,Jinan,Shandong
3018,TNC,65.5639,-167.919,Tin City,Tin City AFS
3019,TNG,35.7283,-5.9175,Tangiers,Boukhalf Airport
3020,TNJ,0.9192,104.536,Tanjungpinang,Kijang Airport
3021,TNK,60.5813,-165.253,Tununak,Tununak Airport
3022,TNN,22.9634,120.216,Tainan City,Tainan Airport
3023,TNO,10.9333,-85.4667,Liberia,Tamarindo Airport
3024,TNR,-18.7953,47.4861,Ambohidratrimo,Antananarivo Ivato Airport
3025,TNZ,50.2394,99.8604,Tosontsengel,Hovsgol
3026,TOD,2.8,104.167,Kampung Genting,Tioman Airport
3027,TOE,33.9308,8.1042,Tawzar,Nefta Airport
3028,TOF,56.3833,85.2,Tomsk,Tomsk
3029,TOG,37.1198,-89.8786,Togiak Village,Togiak Village
3030,TOH,-15.1468,167.038,Torres,Vanuatu
3031,TOL,41.5923,-83.8072,Swanton,Toledo Express Airport
3032,TOM,16.7314,-3.0053,,Tombouctou Airport
3033,TOS,69.6787,18.9096,Tromso,Tromso Langnes Airport
3034,TOU,41.1258,-96.832,Touho,Touho
3035,TOY,36.6495,137.187,Toyama-shi,Toyama Airport
3036,TPA,27.9744,-82.5356,Tampa,Tampa International Airport
3037,TPE,25.081,121.237,Taoyuan City,Taiwan Taoyuan International Airport
3038,TPJ,27.2999,87.7011,Taplejung,Taplejung Suketar
3039,TPP,-6.5058,-76.3714,Tarapoto,Tarapoto Airport
3040,TPQ,21.4758,-104.881,Tepic,Tepic Airport
3041,TPS,37.9021,12.4994,Trapani,Trapani Birgi Airport
3042,TQR,43.2667,10.9333,San Domino Island,San Domino Island
3043,TRC,25.5683,-103.411,Torreón,Torreon International Airport
3044,TRD,63.4578,10.9229,Stjordal,Trondheim Vaernes Airport
3045,TRE,56.4998,-6.87066,Crossapol,Tiree Aerodrome
3046,TRF,59.182,10.2509,Sandefjord,Torp Airport
3047,TRG,-37.6738,176.19,Tauranga,Tauranga Airport
3048,TRI,36.4805,-82.4087,Blountville,Tri-Cities Regional Airport
3049,TRK,3.3258,117.567,Tarakan,Tarakan Airport
3050,TRN,45.1975,7.64937,Caselle,Turin International Airport
3051,TRO,-31.8887,152.518,Taree,Taree Airport
3052,TRS,45.8234,13.4841,Ronchi,Ronchi Dei Legionari Airport
3053,TRU,-8.09,-79.115,Huanchaco,Cap C Martinez de Pinillos Airport
3054,TRV,8.47824,76.9215,Thiruvananthapuram,Thiruvananthapuram Airport
3055,TRW,1.38,173.151,Tarawa,Bonriki International Airport
3056,TRZ,10.7645,78.7396,Tiruchirapally,Tiruchirapally
3057,TSA,25.0637,121.552,Taipei City,Taipei Songshan Airport
3058,TSE,51.0266,71.4782,Aqmola,Tselinograd South Airport
3059,TSF,45.6513,12.2022,Treviso,Treviso Airport
3060,TSJ,34.2856,129.33,Tsushima-shi,Tsushima Airport
3061,TSL,22.0458,-98.8042,Ciudad Valles,Tamuin Airport
3062,TSN,39.1333,117.35,Tanggu,Zhangguizhuang Airport
3063,TSO,49.9502,-6.32874,Isles Of Scilly,Isles Of Scilly
3064,TSR,45.8047,21.3377,,Timisoara Northeast Airport
3065,TSS,40.7474,-73.9912,New York,East 34th Street Heliport
3066,TST,7.5081,99.625,Muang Trang,Trang Airport
3067,TSV,-19.2542,146.764,Townsville,Townsville Airport
3068,TTA,28.4294,-11.098,Tan Tan,Tan-Tan
3069,TTE,0.8308,127.377,Ternate,Babullah Airport
3070,TTJ,35.5298,134.166,Tottori-shi,Tottori Airport
3071,TTQ,10.5667,-83.5167,Colorado,Tortuquero Airport
3072,TTT,22.7561,121.107,Taitung City,Taitung Airport
3073,TTU,35.5953,-5.3261,Tetouan,Sania Ramel Airport
3074,TUA,0.8111,-77.7069,Urbina,El Rosal Teniente Guerrero Airport
3075,TUB,31.6123,-111.052,Tubuai,Tubuai
3076,TUC,-26.8397,-65.1019,Banda del Río Salí,Teniente Benjamin Matienzo Airport
3077,TUD,13.7347,-13.6561,Tambacounda,Tambacounda Airport
3078,TUF,47.428,0.72414,Tours,St Symphorien Airport
3079,TUG,17.6417,121.731,Tuguegarao,Tuguegarao Airport
3080,TUI,31.6917,38.7289,Turayf,Turaif Airport
3081,TUK,25.9833,63.0319,Turbat,Turbat Airport
3082,TUL,36.1877,-95.8892,Tulsa,Tulsa International Airport
3083,TUN,36.8435,10.2348,Tunis,Aeroport Tunis
3084,TUO,-38.7383,176.088,Taupo,Taupo Aerodrome
3085,TUP,34.2662,-88.766,Tupelo,Tupelo Municipal-C D Lemons Airport
3086,TUR,-3.7767,-49.7192,Tucuruí,Tucurui Airport
3087,TUS,32.1204,-110.936,Tucson,Tucson International Airport
3088,TUU,28.3722,36.6253,Tabuk,Tabuk Airport
3089,TVC,44.7365,-85.5796,Traverse City,Cherry Capital Airport
3090,TVF,48.0655,-96.1791,Thief River Falls,Thief River Falls Regional Airport
3091,TVU,-16.8494,-179.97,Taveuni,Taveuni Airport
3092,TVY,14.1017,98.2067,Dawe,Dawe
3093,TWA,36.8259,-83.3212,Twin Hills,Twin Hills
3094,TWB,-27.5444,151.914,Toowoomba,Toowoomba Airport
3095,TWF,42.4838,-114.485,Twin Falls,Twin Falls-Sun Valley Regional Airport
3096,TWT,7.1,124.65,Tawitawi,Tawitawi
3097,TWU,4.2642,117.885,Tawau,Tawau Airport
3098,TXK,33.457,-93.9943,Texarkana,Texarkana Regional Airport
3099,TXL,52.5548,13.289,Berlin,Berlin-Tegel International Airport
3100,TXN,29.7354,118.262,Haiyang,Tunxi Airport
3101,TYF,60.154,12.9958,Torsby,Fryklanda Airport
3102,TYN,37.774,112.614,Taiyuan,Taiyuan Wusu Airport
3103,TYR,32.3506,-95.4118,Tyler,Tyler Pounds Field Airport
3104,TYS,35.8064,-83.9889,Knoxville,Mcghee Tyson Airport
3105,TZA,17.5347,-88.3028,Hattieville,Belize City Municipal Airport
3106,TZN,24.1543,-77.5885,Mangrove Cay,South Andros Airport
3107,TZX,41,39.7167,Trabzon,Trabzon Air Base
3108,UAH,-8.91445,-139.548,Ua Huka,French Polynesia
3109,UAK,61.1611,-45.4278,Narsarssurk,Narsarsuaq Airport
3110,UAP,-9.41207,-140.068,Ua Pou,French Polynesia
3111,UAQ,-31.6024,-68.5472,9 de Julio,San Juan Airport
3112,UAS,0.466667,37.5667,Samburu,Samburu Airport
3113,UBA,-19.75,-47.95,Uberaba,Uberaba
3114,UBJ,33.931,131.276,Ube-shi,Yamaguchi-Ube Airport
3115,UBP,15.2489,104.873,Don Mot Daeng,Ubon Airport
3116,UCT,63.5577,53.7894,Ukhta,Ust Ukhta Airport
3117,UDI,-18.8833,-48.2247,Uberlandia,Coronel Aviador Cesar Bombonato Airport
3118,UDJ,48.636,22.2738,Uzhhorod,Uzhgorod Airport
3119,UDR,24.6041,73.7726,Debari,Udaipur Airport
3120,UEL,-17.8569,36.8556,Quelimane,Quelimane Airport
3121,UEO,26.3677,126.716,Kumejima-cho,Kumejima Airport
3122,UET,30.2536,66.9389,,Quetta Airport
3123,UFA,54.5569,55.8893,Oufa,Ufa South Airport
3124,UGB,57.4253,-157.74,Pilot Point,Ugashik Bay Airport
3125,UGC,41.5434,60.6368,Urgench,Urganch
3126,UGI,57.8838,-153.369,Kodiak,Uganik Airport
3127,UIB,5.6903,-76.6464,Quibdó,El Carano Airport
3128,UIH,13.7673,109.256,Qui Nhon,Vietnam
3129,UII,16.0969,-86.9337,Utila,Utila Airport
3130,UIN,39.9348,-91.196,Quincy,Quincy Municipal Airport-Baldwin Field
3131,UIO,-0.1381,-78.4833,Quito,Mariscal Sucre International Airport
3132,UIP,47.9751,-4.17416,Plomelin,Pluguffan Airport
3133,UKB,34.6356,135.22,Kobe-shi,Kobe Airport
3134,UKK,47.0436,17.2142,Ust-kamenogorsk,Ust-kamenogorsk
3135,ULB,-16.3333,168.294,Port-Vato,Ulei Airport
3136,ULN,47.8458,106.759,Ulan Bator,Ulaanbaatar Southwest Airport
3137,ULO,49.9674,92.0767,Ulaangom,Ulaangom
3138,ULP,-26.6087,144.255,Quilpie,Quilpie Aerodrome
3139,ULU,2.81,32.2683,Gulu,Gulu Airport
3140,ULY,54.4145,48.8063,Dimitrovgrad,Ulyanovsk Northeast Airport
3141,UMD,70.6801,-52.1221,Uummannaq,Uummannaq Airport
3142,UME,63.7932,20.2848,Umea,Umea Airport
3143,UNG,-23.4941,-46.5488,Kiunga,Kiunga
3144,UNK,63.8833,-160.783,Unalakleet,Unalakleet
3145,UNN,9.85278,98.6292,Ranong,Ranong Airport
3146,UPB,23.0805,-82.517,Havana,Playa Baracoa
3147,UPG,-5.0694,119.55,Maros,Hasanuddin Airport
3148,URA,51.1526,51.5336,Oral,Podstepnyy Airport
3149,URC,43.9333,87.4667,Urumqi,Diwopu Airport
3150,URE,58.2432,22.5041,Kingissepa,Kuressarre Airport
3151,URG,-29.7817,-57.0383,Uruguaiana,Rubem Berta International Airport
3152,URJ,60.1167,64.8333,Uraj,Uraj
3153,URO,49.3827,1.26106,St-Pierre,Boos Airport
3154,URS,42.7756,1.73213,Kursk,Kursk
3155,URT,9.1367,99.1417,Phun Phin,Surat Thani Airport
3156,URY,31.415,37.2744,Gurayat,Guriat Airport
3157,USH,-54.8176,-68.326,Ushuaia,Ushuaia Airport
3158,USK,48.3136,-117.281,Usinsk,Usinsk
3159,USM,9.55,100.067,Ko Samui,Koh Samui Airport
3160,USN,35.5906,129.357,Ulsan,Ulsan Airport
3161,USQ,38.681,29.4716,Usak,Usak
3162,USU,12.1,120.167,Coron,Busuanga Airport
3163,UTH,17.3831,102.794,Changwat Udon Thani; Udon Thani,Udon Airport
3164,UTN,-28.3986,21.2528,Upington,Pierre Van Ryneveld Airport
3165,UTP,12.6778,101.009,Ban Chang,Rayong Airport
3166,UTT,-31.5472,28.6694,Umtata,K D Matanzima Airport
3167,UUD,51.8063,107.443,Kabansk,Ulan Ude-Mukhino Airport
3168,UUN,46.663,113.287,Baruun-Urt,Baruun Urt Airport
3169,UUS,46.8885,142.724,Kholmsk,Yuzhno Sakhalinsk South Airport
3170,UVE,-20.5542,166.571,Fayaoué,Ouloup Airport
3171,UVF,13.7336,-60.9542,Vieux Fort,Hewanorra International Airport
3172,UWE,51.4997,-2.54595,Wiesbaden,Metropolitan Area
3173,UYL,10.9342,25.3411,Nyala,Janub Darfur
3174,UYN,38.2768,109.769,Yulin,Yulin Airport
3175,VAA,63.0396,21.7691,Vaasa,Vaasa Airport
3176,VAI,35.253,26.2538,Vanimo,Vanimo
3177,VAK,61.5338,-165.584,Hooper Bay,Chevak Airport
3178,VAN,38.4681,43.3308,Van,Van Airport
3179,VAO,7.56667,154.667,Suavanao,Suavanao Airstrip
3180,VAR,43.2416,27.8137,Varna,Topoli Airport
3181,VAS,39.8147,36.9039,Sivas,Sivas Airport
3182,VAV,-18.65,-173.967,Neiafu,Lupepau'u Airport
3183,VAW,70.3569,31.0471,Vardo,Vardoe Airport
3184,VBM,62.8903,-149.054,Blue Mountain,Alaska
3185,VBS,45.4343,10.3214,Verona,Brescia Montichiari
3186,VBV,16.4843,73.746,Vanuabalavu,Vanuabalavu
3187,VBY,57.6603,18.3397,Visby,Visby Airport
3188,VCE,45.505,12.3433,Venice,Marco Polo International Airport
3189,VCL,15.9742,107.868,Tamky,Chulai
3190,VCP,-23.0067,-47.1344,Campinas,Viracopos International Airport
3191,VCS,15.9742,107.868,Con Dao,Vietnam
3192,VCT,28.8449,-96.9201,Victoria,Victoria Regional Airport
3193,VCV,34.588,-117.373,Victorville,Southern California Logistics Airport
3194,VDA,29.9528,34.9583,Ovda,Ovda Airport
3195,VDB,61.0105,9.29374,Fagernes,Fagernes Leirin Airport
3196,VDC,-14.8633,-40.8628,Vitória da Conquista,Vitoria da Conquista Airport
3197,VDE,27.8145,-17.885,Valverde,Valverde Airport
3198,VDM,-40.8697,-62.9994,Viedma,Gobernador Castello Airport
3199,VDS,70.0653,29.8416,Vadso,Vadso Airport
3200,VDZ,61.1294,-146.256,Valdez,Valdez Airport
3201,VEE,67.009,-146.406,Venetie,Venetie
3202,VEL,40.4485,-109.514,Vernal,Vernal Airport
3203,VER,19.145,-96.1878,Teocelo,General Heriberto Jara International Airport
3204,VEY,63.4273,-20.2682,Vestmannaeyjar,Vestmannaeyjar Airport
3205,VFA,-18.0931,25.8403,,Victoria Falls Airport
3206,VGA,16.5167,80.8,Manthena,Vijaywada Airport
3207,VGO,42.2258,-8.63269,Vigo,Vigo Airport
3208,VGZ,1.06667,-76.7167,Villagarzon,Villagarzon Airport
3209,VHC,-9.6889,20.43,Saurimo,Saurimo Airport
3210,VHM,64.5797,16.8374,Vilhelmina,Vilhelmina Airport
3211,VHZ,-17.6902,-149.376,Vahitahi,French Polynesia
3212,VIE,48.1036,16.5804,Klein-Neusiedl,Vienna Schwechat International Airport
3213,VIG,39.2505,-82.7916,El Vigia,El Vigia
3214,VII,18.6688,105.672,Vinh City,Vinh
3215,VIJ,18.4728,-64.418,Virgin Gorda,Virgin Gorda Airport
3216,VIL,23.7333,-15.9167,Ad Dakhla,Dakhla Airport
3217,VIS,36.3253,-119.394,Visalia,Visalia Municipal Airport
3218,VIT,42.8844,-2.73051,Vitoria,Vitoria Airport
3219,VIX,-20.2578,-40.2864,Vitoria,Goiabeiras Airport
3220,VKG,9.945,105.135,Kien Giang,Kien Giang Airport
3221,VKO,55.5978,37.285,Podol'sk,Ynukovo Airport
3222,VKT,67.491,63.995,Ukhta,Vorkuta Airport
3223,VLC,39.4929,-0.47617,Manises,Valencia Airport
3224,VLD,30.7892,-83.2787,Valdosta,Valdosta Regional Airport
3225,VLI,-17.7039,168.312,Port-Vila,Port Vila Bauerfield Airport
3226,VLL,41.7077,-4.84504,Valladolid,Valladolid Airport
3227,VLN,10.1556,-67.9319,Valencia,Zim Valencia Airport
3228,VLS,-15.1468,167.038,Valesdir,Vanuatu
3229,VLV,9.3414,-70.5844,Siquisique,Dr Antonio Nicolas Briceno Airport
3230,VLY,52.3685,-3.98509,Anglesey,Wales
3231,VNO,54.64,25.2803,Vilnius,Vilnius Airport
3232,VNS,25.4541,82.8642,Baragaon,Varanasi Airport
3233,VNX,-22.0142,35.3119,Vilanculos,Vilanculos Airport
3234,VOG,48.7788,44.3382,Kamyshin,Gumrak Airport
3235,VOL,39.2203,22.7947,Almiros,Nea Anchialos Airport
3236,VOZ,51.8089,39.2242,Semiluki,Voronezh-Chertovitskoye Airport
3237,VPE,-17.0704,15.7258,Ongiva,Ondjiva
3238,VPN,65.7177,-14.8348,Egilsstadir,Vopnafjordur Airport
3239,VPS,30.496,-86.55,Eglin Village,Eglin Air Force Base
3240,VPY,-19.1506,33.4311,Chimoio,Chimoio Airport
3241,VQS,18.1355,-65.487,Puerto Ferro,Aeropuerto Antonio Rivera Rodríguez
3242,VRA,23.0306,-81.4367,Varadero,Varadero Airport
3243,VRC,13.5792,124.204,Virac,Virac Airport
3244,VRK,62.1742,27.8658,Varkaus,Varkaus Airport
3245,VRN,45.4033,10.9053,Sommacampagna,Verona Airport
3246,VRY,67.6667,12.6833,Varoy,Vaeroy Airport
3247,VSA,17.9958,-92.8189,Villahermosa,Villahermosa Airport
3248,VSG,48.5667,39.3333,Luhans'k,Lugansk Airport
3249,VST,59.6007,16.6367,Vasteras,Hasslo Airport
3250,VTE,17.9833,102.565,Vientiane,Vientiane Airport
3251,VTU,20.9894,-76.9361,Becerra,Las Tunas Airport
3252,VTZ,17.7214,83.2201,Visakhapatnam,Vishakapatnam Airport
3253,VUP,10.4433,-73.245,Valledupar,Alfonso Lopez Airport
3254,VVC,4.1708,-73.6117,Villavicencio,Vanguardia Airport
3255,VVI,-17.6411,-63.1339,Santa Cruz,Viru Viru International Airport
3256,VVO,43.3972,132.156,Nakhodka,Artem North Airport
3257,VVZ,26.5001,8.47094,Illizi,Illizi
3258,VXC,-13.2761,35.2533,Lichinga,Lichinga Airport
3259,VXE,16.8306,-25.0636,Mindelo,San Pedro Airport
3260,VXO,56.9242,14.7318,Vaxjo,Kronoberg Airport
3261,WAA,65.6112,-168.098,Wales,Wales
3262,WAE,23.9175,45.1202,Wadi Ad Dawasir,Saudi Arabia
3263,WAG,-39.9635,175.029,Wanganui,Wanganui Airport
3264,WAQ,-15.7137,46.3155,Antsalova,Mahajanga
3265,WAT,52.1972,-7.0889,Waterford,Waterford Airport
3266,WAW,52.17,20.9725,Warsaw,Okecie International Airport
3267,WBB,63.52,-162.279,Stebbins,Stebbins
3268,WBQ,66.359,-147.396,Beaver,Alaska
3269,WDH,-22.4792,17.4722,,Windhoek Airport
3270,WEF,36.3306,118.761,Weifang,Shandong
3271,WEH,36.3306,118.761,Weihai,Shandong
3272,WEI,-12.6773,141.923,Weipa,Weipa Aerodrome
3273,WGA,-35.159,147.467,Forest Hill,Wagga Wagga Airport
3274,WGE,-30.0331,148.118,Walgett,Walgett Airport
3275,WGP,-9.6722,120.308,Waingapu,Mau Hau Airport
3276,WHF,21.7929,31.3713,Wadi Halfa,Wadi Halfa'
3277,WHK,-37.9213,176.919,Whakatane,Whakatane Airport
3278,WIC,58.4538,-3.08767,Wick,Wick Airport
3279,WIL,-1.31888,36.8157,Nairobi,Nairobi Wilson Airport
3280,WIN,-22.3635,143.082,Corfield,Winton Aerodrome
3281,WJA,7.46667,168.567,Woja,Woja
3282,WJU,37.4904,127.989,WonJu,Wonju Airport
3283,WKA,-44.725,169.243,Wanaka,Wanaka Airport
3284,WKJ,45.4041,141.801,Wakkanai-shi,Wakkanai Airport
3285,WKK,59.2667,-158.633,Aleknagik,Aleknagik
3286,WLG,-41.3295,174.806,Wellington,Wellington International Airport
3287,WLH,-15.1468,167.038,Walaha,Vanuatu
3288,WLK,62.8903,-149.054,Selawik,Alaska
3289,WLS,-13.3,-176.167,Wallis Island,Wallis Island
3290,WMK,55.7389,-132.258,Meyers Chuck,Meyers Chuck
3291,WMN,-15.4367,49.6883,Maroantsetra,Maroantsetra Airport
3292,WMO,64.6811,-163.408,White Mountain,White Mountain
3293,WMR,-16.167,49.7556,Mananara,Mananara
3294,WNA,60.7049,-161.766,Napakiak,Napaskiak
3295,WNN,52.9228,-89.1934,Casummit Lake,Wunnummin Lake Airport
3296,WNP,13.5872,123.27,Pili,Naga Airport
3297,WNR,-25.4104,142.67,Tanbar,Windorah Airport
3298,WNS,26.2194,68.3922,Nawabshah,Nawabshah Airport
3299,WNZ,28.0025,120.648,Wenzhou,Wenzhou Airport
3300,WPM,-8.79133,142.869,Wipim,Wipim
3301,WRE,-35.7705,174.36,Whangarei,Whangarei Airport
3302,WRG,56.4876,-132.378,Wrangell,Wrangell Airport
3303,WRL,43.9747,-107.953,Worland,Worland Municipal Airport
3304,WRO,51.1039,16.8985,Wroclaw,Strachowice Airport
3305,WSN,58.7285,-157.014,South Naknek,Naknek
3306,WST,41.3492,-71.8115,Westerly,Westerly State Airport
3307,WSX,48.8907,-116.982,Westsound,United States
3308,WSZ,-41.7383,171.58,Westport,Westport Airport
3309,WTK,62.8903,-149.054,Noatak,Alaska
3310,WTL,60.3432,-162.664,Tuntutuliak,Tuntutuliak
3311,WTS,-18.9076,47.5277,Tsiroanomandidy,Antananarivo
3312,WUA,34.668,104.166,Wu Hai,Wu Hai
3313,WUH,30.5069,114.31,Wuhan,Wuchang Nanhu Airport
3314,WUN,20.0564,78.9567,Wiluna,Wiluna
3315,WUS,34.668,104.166,Wuyishan,Wuyishan
3316,WUX,31.574,120.288,Wuxi,Wuxi
3317,WVB,22.9667,14.4833,Walvis Bay,Rooikop
3318,WWK,-3.5858,143.667,Wewak,Wewak International Airport
3319,WWP,62.8903,-149.054,Whale Pass,Alaska
3320,WWT,62.8903,-149.054,Newtok,Alaska
3321,WXN,30.811,108.375,Wanxian,Wanxian
3322,WYA,-33.0608,137.516,Whyalla,Whyalla Airport
3323,WYS,44.6876,-111.114,West Yellowstone,Yellowstone Airport
3324,XAD,44.4547,-79.5139,Oro-Medonte,Churchill Rail Station
3325,XAP,-27.1325,-52.6611,Chapeco,Chapeco Airport
3326,XAW,46.7052,-80.9219,Capreol,Capreol Rail Service
3327,XAX,45.4389,-73.7302,Dorval,Dorval Rail Station
3328,XAZ,47.9955,-66.6672,Cambellton,Cambellton
3329,XBE,53.9214,-90.985,Casummit Lake,Bearskin Lake Airport
3330,XBJ,32.8983,59.2631,Birjand,Birjand Airport
3331,XBR,44.6353,-75.7502,Brockville,Brockville Airport
3332,XCH,-10.4503,105.689,The Settlement,Christmas Island Airport
3333,XCI,49.3771,-84.7493,Oro-Medonte,Ontario
3334,XCM,42.4,-82.1833,Chatham,Chatham Airport
3335,XCR,48.7761,4.1917,Coole,Europort Vatry
3336,XDB,50.6333,3.06667,Lille,Lille-Europe Railway Station
3337,XDD,62.3587,-96.5821,,
3338,XDG,44.6462,-63.5739,Halifax,Halifax Rail Service
3339,XDH,62.3587,-96.5821,,
3340,XDM,45.8527,-72.3912,Drummondville,Drummondville Airport
3341,XDP,46.0884,-64.7783,Moncton,Moncton Rail Service
3342,XDQ,42.9869,-81.2462,London,London Ontario Rail Service
3343,XDS,49.3771,-84.7493,Oro-Medonte,Ontario
3344,XDU,62.3587,-96.5821,,
3345,XDV,53.9167,-1.76667,Prince George,Prince George
3346,XDW,62.3587,-96.5821,Prince Rupert,Canada
3347,XDX,62.3587,-96.5821,Sarina,Sarina Rail Station
3348,XDY,46.5,-80.9667,Sudbury,Sudbury
3349,XDZ,53.8134,-101.25,The Pas,The Pas Rail Service
3350,XEA,49.2604,-123.114,Vancouver,Vancouver Rail Service
3351,XEC,42.3178,-83.0339,Windsor,Windsor Ontario Rail Service
3352,XED,48.8669,2.78194,Paris,Disneyland Railway Station
3353,XEE,47.6602,-72.2718,Lac Edouard,Lac Edouard Rail Service
3354,XEF,49.8994,-97.1407,Winnipeg,Winnipeg Rail Service
